Open.Houses,Change.Date,Change.Type,Photo,MLS,AR,Type,S,Address,City,BR,Baths.FTHQ.,SqFt,LP...SqFt,LP,SP,HOD,Lot.Sz,YB,DOM,latitude,longitude,unit_count
,11/12/2019,Leased,18.0,CV19241542MR,487,LSE,LD,609  W 1st ST ,CLAREMONT,3,3.00 (3 0 0 0),1470,$1.87,"$2,750","$2,650",,"49,352",2006.0,31,34.0945822,-117.7189063,
,11/27/2019,Leased,11.0,CV19242556MR,469,LSE,LD,285  W Center ST ,POMONA,1,1.00 (1 0 0 0),700,$1.57,"$1,100","$1,200",$0.00,"7,481",1896.0,44,34.0614535,-117.7532814,
,11/12/2019,Leased,17.0,CV19244840MR,1543,LSE,LD,1309  W Mission BLVD #U-100,ONTARIO,2,1.00 (1 0 0 0),710,$2.04,"$1,450","$1,450",,710,1988.0,26,34.0558994,-117.6744105,
,01/15/2020,Leased,16.0,CV19246456MR,469,LSE,LD,960  E Bonita AVE #116,POMONA,1,1.00 (1 0 0 0),680,$2.21,"$1,500","$1,500",,"354,884",1979.0,79,34.0960889,-117.7338404,
,12/06/2019,Leased,23.0,CV19246621MR,1543,LSE,LD,2038  S Bon View AVE #D,ONTARIO,2,3.00 (2 0 1 0),1364,$1.36,"$1,850","$1,850",$0.00,"2,000",1984.0,46,34.0365868,-117.637327,
,12/12/2019,Leased,3.0,CV19247824MR,487,LSE,LD,141   Oberlin AVE #B,CLAREMONT,3,3.00 (1 1 1 0),1250,$2.16,"$2,695","$2,695",$0.00,"17,347",1992.0,51,34.0951399,-117.7207696,
,12/05/2019,Leased,9.0,CV19255502MR,1455,LSE,LD,5156   Canoga ST ,MONTCLAIR,2,1.00 (1 0 0 0),780,$1.79,"$1,400","$1,400",$0.00,"7,590",1958.0,33,34.066008,-117.6926438,
,11/21/2019,Leased,5.0,CV19256488MR,1455,LSE,LD,9802   Mammoth DR ,MONTCLAIR,3,3.00 (2 0 1 0),1800,$1.42,"$2,550","$2,550",$300.00,"1,801",1981.0,19,34.0759814,-117.6912298,
,11/25/2019,Leased,17.0,CV19256706MR,1543,LSE,LD,849  S Mountain AVE ,ONTARIO,3,3.00 (2 0 1 0),1408,$1.49,"$2,100","$2,100",,"4,125",1979.0,19,34.0551251,-117.6697565,
,12/23/2019,Leased,19.0,CV19260067MR,1627,LSE,LD,8655   Calle Del Prado  ,RANCHO CUCAMONGA,2,1.00 (1 0 0 0),900,$1.71,"$1,535","$1,575",,"10,000",1978.0,43,34.1185555,-117.616587,
,11/08/2019,Leased,29.0,CV19260117MR,1627,LSE,LD,8653   Calle Del Prado  ,RANCHO CUCAMONGA,2,2.00 (1 1 0 0),900,$1.69,"$1,525","$1,600",,"10,000",1978.0,1,34.1185551,-117.6166058,
,03/02/2020,Leased,15.0,CV19263012MR,1627,LSE,LD,10552   Wells DR ,RANCHO CUCAMONGA,4,3.00 (3 0 0 0),1538,$1.63,"$2,500","$2,400",,"1,200",2019.0,97,,,
,01/10/2020,Leased,16.0,CV19265167MR,1543,LSE,LD,1309  W Mission BLVD #U-52,ONTARIO,1,1.00 (1 0 0 0),645,$2.09,"$1,350","$1,350",,645,1988.0,29,34.0558994,-117.6744105,
,11/15/2019,Leased,4.0,CV19265305MR,469,LSE,LD,960  E Bonita AVE #29,POMONA,2,2.00 (2 0 0 0),955,$1.78,"$1,700","$1,700",,"354,884",1979.0,4,34.0960889,-117.7338404,
,01/17/2020,Leased,21.0,CV19267556MR,1627,LSE,LD,8088   Cresta Bella RD ,RANCHO CUCAMONGA,2,3.00 (2 0 1 0),1838,$1.25,"$2,300","$2,300",,"2,000",2013.0,30,34.1069403,-117.6157,
,05/21/2020,Leased,12.0,CV19269507MR,1543,LSE,LD,1672  E Harvard PL #G,ONTARIO,3,3.00 (2 0 1 0),1491,$1.41,"$2,100","$2,100",,"1,491",2018.0,190,34.0784587,-117.618199,
,03/06/2020,Leased,13.0,CV19273407MR,1543,LSE,LD,1134  W Stoneridge CT #B,ONTARIO,2,1.00 (1 0 0 0),1175,$1.23,"$1,450","$1,450",$0.00,"9,000",1978.0,80,34.0646346,-117.6709661,
,01/16/2020,Leased,22.0,CV19275401MR,1627,LSE,LD,7313   Stonehaven PL ,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1248,$1.68,"$2,100","$2,100",$0.00,"1,640",1994.0,43,34.1205063,-117.5531194,
,12/09/2019,Leased,11.0,CV19275602MR,1627,LSE,LD,10151   Arrow RTE #88,RANCHO CUCAMONGA,1,1.00 (1 0 0 0),708,$2.12,"$1,500","$1,500",$0.00,708,1986.0,4,34.0991961,-117.5831635,
,04/02/2020,Leased,32.0,CV19277757MR,1795,LSE,LD,1404  W 8th ST ,UPLAND,3,2.00 (2 0 0 0),1125,$1.86,"$2,095","$2,095",,"1,125",1972.0,115,34.0923658,-117.6689773,
,01/03/2020,Leased,9.0,CV19279167MR,1543,LSE,LD,1211  S Palmetto AVE #B,ONTARIO,3,3.00 (2 0 1 0),1512,$1.39,"$2,100","$2,100",,"1,512",1981.0,21,34.051267,-117.667532,
,03/06/2020,Leased,19.0,CV19281255MR,1795,LSE,LD,888  N Palm AVE #12,UPLAND,3,2.00 (2 0 0 0),1030,$1.65,"$1,700","$1,700",$0.00,"22,446",1962.0,76,34.1048808,-117.6537115,
,12/23/2019,Leased,35.0,CV19281784MR,1627,LSE,LD,8764   Pine Crest PL ,RANCHO CUCAMONGA,2,2.00 (1 0 1 0),1179,$1.53,"$1,800","$1,750",,"1,179",1984.0,4,34.0949113,-117.5921561,
,03/12/2020,Leased,16.0,CV19282127MR,1795,LSE,LD,181   Dorsett AVE ,UPLAND,2,4.00 (2 0 2 0),1208,$1.74,"$2,100","$2,100",$200.00,672,2017.0,80,34.0928404,-117.6459782,
,12/28/2019,Leased,9.0,CV19282876MR,1795,LSE,LD,1033   Springfield ST #B,UPLAND,1,1.00 (1 0 0 0),750,$1.73,"$1,300","$1,300",$0.00,"8,060",1965.0,5,34.1087727,-117.6663602,
,01/09/2020,Leased,12.0,CV19283020MR,469,LSE,LD,285  W Center ST ,POMONA,1,1.00 (1 0 0 0),700,$1.64,"$1,150","$1,150",$0.00,"7,481",1896.0,22,34.0614535,-117.7532814,
,02/06/2020,Leased,,CV19283223MR,1543,LSE,LD,601  W D ST #B,ONTARIO,2,1.00 (1 0 0 0),5630,$0.26,"$1,485","$1,485",$0.00,"12,000",1953.0,48,34.0669113,-117.6585485,
,04/13/2020,Leased,1.0,CV19283228MR,1543,LSE,LD,603  W D ST #B,ONTARIO,1,1.00 (1 0 0 0),5630,$0.25,"$1,385","$1,385",$0.00,"12,000",1953.0,79,34.0669112,-117.6585973,
,01/16/2020,Leased,58.0,CV19284275MR,1795,LSE,LD,643   Sawyer PL ,UPLAND,3,4.00 (3 0 1 0),1839,$1.39,"$2,550","$2,550",,864,2017.0,17,34.1019497,-117.6885967,
,02/03/2020,Leased,15.0,CV19285089MR,469,LSE,LD,960  E Bonita AVE #62,POMONA,1,1.00 (1 0 0 0),680,$2.21,"$1,500","$1,500",,0,1979.0,39,34.0960889,-117.7338404,
,01/17/2020,Leased,11.0,CV19285205MR,1627,LSE,LD,11450   Church ST #142,RANCHO CUCAMONGA,2,2.00 (2 0 0 0),1304,$1.61,"$2,100","$2,150",,"1,304",2004.0,35,34.1099471,-117.5562877,
,12/31/2019,Leased,13.0,CV19285674MR,1795,LSE,LD,951   Saint Andrews DR ,UPLAND,3,2.00 (2 0 0 0),1994,$1.35,"$2,700","$2,700",,"2,547",1982.0,3,34.1220197,-117.6385365,
,05/19/2020,Leased,16.0,CV19287299MR,469,LSE,LD,1463  S Rebecca  ,POMONA,3,3.00 (3 0 0 0),1700,$1.50,"$2,550","$2,550",$0.00,,2018.0,137,34.045353,-117.7563296,
,01/17/2020,Leased,16.0,CV20000582MR,1795,LSE,LD,1486   Redhill North DR ,UPLAND,2,2.00 (2 0 0 0),1400,$1.61,"$2,250","$2,250",,,1977.0,11,,,
,01/25/2020,Leased,13.0,CV20001745MR,469,LSE,LD,1265  W Fernleaf  ,POMONA,2,2.00 (1 0 1 0),950,$1.37,"$1,300","$1,300",$0.00,"10,000",1965.0,6,34.0458626,-117.7557556,
,03/22/2020,Leased,5.0,CV20002412MR,487,LSE,LD,101   Principia CT ,CLAREMONT,3,2.00 (2 0 0 0),1674,$1.91,"$3,200","$3,100",,"14,799",2004.0,61,34.094827,-117.724399,
,03/06/2020,Leased,17.0,CV20005177MR,1627,LSE,LD,10191   Baseline RD #A,RANCHO CUCAMONGA,1,1.00 (1 0 0 0),500,$2.60,"$1,300","$1,300",$0.00,"7,500",1959.0,46,34.1214573,-117.5829426,
,02/24/2020,Leased,30.0,CV20005491MR,1795,LSE,LD,1535   Upland Hills DR ,UPLAND,3,3.00 (3 0 0 0),2080,$1.27,"$2,650","$2,650",,"2,080",1998.0,28,34.1229618,-117.6292533,
,03/10/2020,Leased,16.0,CV20005749MR,469,LSE,LD,960  E Bonita AVE #70,POMONA,1,1.00 (1 0 0 0),680,$2.13,"$1,450","$1,375",,"354,884",1979.0,56,34.0960889,-117.7338404,
,03/03/2020,Leased,32.0,CV20006493MR,1795,LSE,LD,1505   Redhill North DR ,UPLAND,3,3.00 (2 0 0 1),1727,$1.33,"$2,300","$2,250",,"3,689",1979.0,52,,,
,02/11/2020,Leased,26.0,CV20009082MR,469,LSE,LD,960  E Bonita AVE #136,POMONA,1,1.00 (1 0 0 0),680,$2.28,"$1,550","$1,550",,"354,884",1979.0,28,34.0960889,-117.7338404,
,01/20/2020,Leased,10.0,CV20009283MR,469,LSE,LD,285  W Center ST ,POMONA,1,1.00 (1 0 0 0),700,$1.57,"$1,100","$1,100",$0.00,"7,481",1896.0,6,34.0614535,-117.7532814,
,02/06/2020,Leased,7.0,CV20012736MR,1543,LSE,LD,1209 F  Palmetto AVE #F,ONTARIO,2,2.00 (1 0 1 0),1254,$1.16,"$1,450","$1,450",,"1,254",1981.0,10,34.0760495,-117.667786,
,03/11/2020,Leased,9.0,CV20015706MR,1122,LSE,LD,5497   Choctaw CT #23,CHINO,2,3.00 (2 0 1 0),1336,$1.50,"$2,000","$2,000",$0.00,"1,100",1984.0,34,34.0356212,-117.6857927,
,02/27/2020,Leased,11.0,CV20015780MR,1627,LSE,LD,8990   19th ST #257,RANCHO CUCAMONGA,0,1.00 (1 0 0 0),494,$2.53,"$1,250","$1,250",,522,1981.0,33,34.1327389,-117.6088091,
,03/06/2020,Leased,9.0,CV20018977MR,469,LSE,LD,2013   Las Vegas AVE #14,POMONA,2,2.00 (2 0 0 0),800,$1.69,"$1,350","$1,350",$0.00,"19,466",1963.0,16,34.0839548,-117.7509103,
,02/14/2020,Leased,28.0,CV20025500MR,487,LSE,LD,890   Wabash CT ,CLAREMONT,2,3.00 (2 0 0 1),1668,$1.47,"$2,450","$2,450",,"89,958",1987.0,6,34.117435,-117.6989409,
,04/03/2020,Leased,13.0,CV20027688MR,469,LSE,LD,3727   Mesa Oak LN ,POMONA,3,3.00 (3 0 0 0),1497,$1.57,"$2,350","$2,350",,"2,527",1985.0,52,34.1104592,-117.7497724,
,03/13/2020,Leased,8.0,CV20030440MR,1627,LSE,LD,10151   Arrow  #75,RANCHO CUCAMONGA,1,1.00 (1 0 0 0),708,$2.12,"$1,500","$1,500",,708,1986.0,31,34.0991961,-117.5831635,
,02/19/2020,Leased,10.0,CV20030577MR,1543,LSE,LD,1210  S Cypress AVE #D,ONTARIO,2,2.00 (1 0 1 0),1302,$1.34,"$1,750","$1,750",,"1,302",1981.0,5,34.0508216,-117.6633654,
,03/02/2020,Leased,16.0,CV20030644MR,1543,LSE,LD,1614   Campus  #G,ONTARIO,3,3.00 (1 0 1 1),1189,$1.43,"$1,700","$1,700",$0.00,"24,160",1989.0,7,34.0448751,-117.6417392,
,03/16/2020,Leased,11.0,CV20030741MR,1627,LSE,LD,8990   19th ST #228,RANCHO CUCAMONGA,1,1.00 (1 0 0 0),675,$2.07,"$1,400","$1,400",,675,1981.0,15,34.1327389,-117.6088091,
,04/06/2020,Leased,1.0,CV20030951MR,487,LSE,LD,599  S College AVE ,CLAREMONT,4,3.00 (2 0 1 0),1343,$1.79,"$2,400","$2,400",,"206,455",1981.0,23,34.0848109,-117.7149978,
,03/12/2020,Leased,5.0,CV20031169MR,1543,LSE,LD,2030  E 5th ST ,ONTARIO,3,3.00 (2 0 1 0),1281,$1.44,"$1,850","$1,850",,"2,000",1982.0,26,,,
,04/17/2020,Leased,22.0,CV20033245MR,469,LSE,LD,960  E Bonita AVE #26,POMONA,2,2.00 (2 0 0 0),1000,$1.70,"$1,695","$1,695",$1.00,,1979.0,58,34.0960889,-117.7338404,
,04/08/2020,Leased,31.0,CV20033749MR,1795,LSE,LD,714   Farrier WAY ,UPLAND,3,4.00 (3 0 1 0),1839,$1.36,"$2,500","$2,500",,864,2017.0,33,34.1018556,-117.6889733,
,03/25/2020,Leased,43.0,CV20036281MR,1455,LSE,LD,8861   ASH  #C,MONTCLAIR,2,3.00 (2 0 1 0),1410,$1.49,"$2,100","$2,100",,"1,100",2018.0,33,,,
,03/03/2020,Leased,14.0,CV20036957MR,1543,LSE,LD,501  W G ST ,ONTARIO,1,1.00 (1 0 0 0),600,$2.16,"$1,295","$1,295",$0.00,"40,050",1952.0,13,34.0706386,-117.6542745,
,03/03/2020,Leased,25.0,CV20036974MR,1543,LSE,LD,1712  E G ST ,ONTARIO,2,2.00 (1 0 1 0),1295,$1.31,"$1,695","$1,695",$0.00,"1,295",1981.0,13,34.0706293,-117.6154238,
,04/30/2020,Leased,6.0,CV20038724MR,1543,LSE,LD,1672  E Harvard PL #F,ONTARIO,3,3.00 (2 0 1 0),1491,$1.41,"$2,100","$2,100",,"1,491",2018.0,48,34.0784587,-117.618199,
,03/06/2020,Leased,32.0,CV20040579MR,1627,LSE,LD,7386   Stonehaven PL ,RANCHO CUCAMONGA,2,3.00 (2 0 1 0),1239,$1.67,"$2,075","$2,075",,"1,640",1993.0,11,34.1202213,-117.5532219,
,04/24/2020,Leased,14.0,CV20040692MR,1795,LSE,LD,120  N 13th AVE #H,UPLAND,2,2.00 (1 0 1 0),900,$1.72,"$1,550","$1,550",$0.00,"16,335",1986.0,49,34.0950532,-117.6334902,
,03/15/2020,Leased,12.0,CV20044662MR,1543,LSE,LD,1034  E 6th ST #U1201,ONTARIO,2,3.00 (2 0 1 0),965,$1.66,"$1,600","$1,600",,965,1991.0,10,34.085175,-117.633198,
,03/06/2020,Leased,7.0,CV20045205MR,1627,LSE,LD,6610   BRIGHTON PL ,RANCHO CUCAMONGA,3,3.00 (1 1 1 0),1463,$1.57,"$2,300","$2,300",,"4,000",1988.0,5,34.1341513,-117.5949235,
,04/16/2020,Leased,13.0,CV20046368MR,1627,LSE,LD,8990   19th ST #379,RANCHO CUCAMONGA,1,1.00 (1 0 0 0),675,$2,"$1,350","$1,350",,625,1981.0,18,34.1327389,-117.6088091,
,05/06/2020,Leased,6.0,CV20051272MR,1543,LSE,LD,605  W D ST #A,ONTARIO,1,1.00 (1 0 0 0),5630,$0.25,"$1,400","$1,400",$0.00,"12,000",1953.0,60,34.0669111,-117.6586462,
,03/20/2020,Leased,22.0,CV20053284MR,1543,LSE,LD,1614   Campus  #H,ONTARIO,3,3.00 (1 0 1 1),1189,$1.47,"$1,750","$1,750",$0.00,"24,160",1989.0,7,34.0448751,-117.6417392,
,03/27/2020,Leased,10.0,CV20054580MR,1455,LSE,LD,5152   Canoga ST ,MONTCLAIR,2,1.00 (1 0 0 0),780,$1.86,"$1,450","$1,450",$0.00,"7,590",1958.0,7,34.0660078,-117.6926908,
,05/09/2020,Leased,23.0,CV20056362MR,1455,LSE,LD,8870   Camphor  #E,MONTCLAIR,2,3.00 (2 0 1 0),1436,$1.53,"$2,200","$2,150",,"1,436",2016.0,54,,,
,04/01/2020,Leased,13.0,CV20057856MR,1627,LSE,LD,6959   Doheny PL #B2,RANCHO CUCAMONGA,2,3.00 (2 0 1 0),1110,$1.85,"$2,050","$2,050",$240.00,"1,500",1985.0,6,34.1277892,-117.5928576,
,04/17/2020,Leased,3.0,CV20059888MR,1543,LSE,LD,992  N Turner AVE #123,ONTARIO,2,2.00 (2 0 0 0),1382,$1.34,"$1,850","$1,850",,"1,492",1994.0,31,,,
,04/19/2020,Leased,19.0,CV20061330MR,1627,LSE,LD,8074   Joplin PL #105,RANCHO CUCAMONGA,2,3.00 (2 0 1 0),1365,$1.58,"$2,150","$2,150",,"1,100",2006.0,25,34.1070699,-117.5999012,
,03/30/2020,Leased,11.0,CV20063700MR,1627,LSE,LD,8412   Western Trail PL #F,RANCHO CUCAMONGA,2,2.00 (2 0 0 0),1001,$1.80,"$1,800","$1,800",,"1,001",1986.0,4,34.1009175,-117.5833724,
,04/28/2020,Leased,22.0,CV20065941MR,1627,LSE,LD,9441   Barstow DR #109,RANCHO CUCAMONGA,3,2.00 (2 0 0 0),1357,$1.62,"$2,200","$2,200",,"2,314",2007.0,25,34.1080795,-117.5993556,
,04/20/2020,Leased,30.0,CV20069717MR,469,LSE,LD,960  E Bonita AVE #148,POMONA,1,1.00 (1 0 0 0),680,$2.13,"$1,450","$1,450",,"354,884",1979.0,14,34.0960889,-117.7338404,
,05/27/2020,Leased,13.0,CV20073368MR,469,LSE,LD,2013   Las Vegas AVE #11,POMONA,2,2.00 (2 0 0 0),800,$1.75,"$1,400","$1,400",$0.00,"19,466",1963.0,36,34.0839548,-117.7509103,
,05/06/2020,Leased,14.0,CV20075349MR,1543,LSE,LD,2242  S Greenwood PL #A,ONTARIO,2,3.00 (1 1 1 0),1061,$1.74,"$1,850","$1,850",,"1,061",1983.0,6,,,
,06/04/2020,Leased,40.0,CV20076785MR,469,LSE,LD,2772   Crimson WAY ,POMONA,3,4.00 (3 0 1 0),1668,$1.50,"$2,500","$2,500",,,2016.0,42,,,
,04/28/2020,Leased,21.0,CV20078345MR,1543,LSE,LD,511  N Orange Privado  ,ONTARIO,3,3.00 (2 0 1 0),1900,$0.97,"$1,845","$1,845",,"1,573",2005.0,5,,,
,05/25/2020,Leased,47.0,CV20086963MR,1627,LSE,LD,11450   Church ST #7,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1964,$1.27,"$2,500","$2,500",,"1,964",2004.0,11,34.1099471,-117.5562877,
,05/14/2020,Leased,14.0,CV20087167MR,487,LSE,LD,545   Wayland CT ,CLAREMONT,2,3.00 (3 0 0 0),1499,$1.60,"$2,400","$2,400",,"1,631",1981.0,1,34.0930383,-117.7056415,
,05/27/2020,Leased,16.0,CV20091281MR,1627,LSE,LD,8990   19th ST #278,ALTA LOMA,2,1.00 (1 0 0 0),823,$2.07,"$1,700","$1,700",,975,1981.0,5,34.1327389,-117.6088091,
,05/27/2020,Leased,20.0,CV20093687MR,1627,LSE,LD,7673   Haven AVE #F,RANCHO CUCAMONGA,2,2.00 (2 0 0 0),832,$2.22,"$1,850","$1,800",,200,1990.0,10,34.1146452,-117.5757697,
,05/30/2020,Leased,16.0,CV20094385MR,1627,LSE,LD,10329   COOKS DR #2,RANCHO CUCAMONGA,4,3.00 (2 1 0 0),1906,$1.31,"$2,500","$2,500",$207.00,"1,150",2009.0,4,34.097672,-117.5789032,
,06/11/2020,Leased,27.0,CV20100344MR,1627,LSE,LD,7246   Hermosa AVE ,RANCHO CUCAMONGA,2,3.00 (2 0 1 0),1218,$1.72,"$2,100","$2,100",$0.00,"1,500",1987.0,9,34.1228861,-117.5847498,
,06/09/2020,Leased,,CV20100604MR,487,LSE,LD,611   Mckenna ST ,CLAREMONT,3,3.00 (3 0 0 0),1527,$1.93,"$2,950","$3,000",,"36,472",2006.0,0,34.099957700000004,-117.70617915411111,
,06/20/2020,Leased,52.0,CV20102426MR,469,LSE,LD,2719   Crimson WAY ,POMONA,3,4.00 (3 0 1 0),2132,$1.27,"$2,700","$2,700",,,2016.0,20,,,
,06/17/2020,Leased,36.0,CV20109662MR,469,LSE,LD,3752   Towne Park CIR ,POMONA,2,2.00 (2 0 0 0),1215,$1.98,"$2,400","$2,400",,"2,259",1978.0,5,34.110234,-117.738798,
,06/29/2019,Leased,17.0,EV19116858MR,1795,LSE,LD,146   Eureka PL ,UPLAND,2,3.00 (2 0 1 0),1208,$1.78,"$2,150","$2,150",,672,2017.0,41,34.0939703,-117.645764,
,09/03/2019,Leased,22.0,EV19192193MR,1543,LSE,LD,1339  N Elderberry AVE ,ONTARIO,2,2.00 (1 0 1 0),1012,$1.67,"$1,690","$1,690",,"1,012",1978.0,23,34.0822717,-117.6741407,
,06/18/2019,Leased,25.0,IG19115584MR,1627,LSE,LD,10375   Church ST #115,RANCHO CUCAMONGA,2,2.00 (2 0 0 0),1066,$1.88,"$2,000","$2,000",,"2,000",2007.0,11,34.114177,-117.5781782,
,06/02/2019,Leased,25.0,IG19116134MR,1627,LSE,LD,8351   Gabriel DR #D,RANCHO CUCAMONGA,2,3.00 (2 0 1 0),1117,$1.57,"$1,750","$1,750",,"1,117",1994.0,4,34.1017094,-117.6211199,
,08/15/2019,Leased,23.0,IG19119851MR,1627,LSE,LD,9814   Louise WAY ,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1480,$1.42,"$2,100","$2,100",,"1,980",1985.0,77,34.1120763,-117.5912882,
,07/31/2019,Leased,26.0,IG19129515MR,1795,LSE,LD,120   Olive AVE ,UPLAND,2,2.00 (2 0 0 0),923,$2.05,"$1,895","$1,895",,515,2016.0,58,34.0940916,-117.6440764,
,08/01/2019,Leased,14.0,IG19152719MR,469,LSE,LD,1571  S Reservoir ST #G,POMONA,3,3.00 (2 0 1 0),1231,$1.71,"$2,100","$2,100",,"107,146",1989.0,26,34.0433076,-117.732234,
,08/23/2019,Leased,6.0,IG19190083MR,1543,LSE,LD,1309  W Mission BLVD #U-112,ONTARIO,3,2.00 (2 0 0 0),1000,$1.85,"$1,850","$1,850",,"1,000",1988.0,15,34.0558994,-117.6744105,
,10/13/2019,Leased,30.0,IG19192261MR,487,LSE,LD,684   Sycamore AVE #6,CLAREMONT,2,3.00 (3 0 0 0),1263,$1.62,"$2,050","$2,050",$0.00,"145,117",1982.0,49,34.0835156,-117.7103915,
,10/06/2019,Leased,19.0,IG19201063MR,1627,LSE,LD,7208   Hermosa AVE ,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1286,$1.63,"$2,100","$2,100",,"1,500",1986.0,18,34.1236485,-117.584561,
,09/14/2019,Leased,17.0,IG19201140MR,1627,LSE,LD,8463   Sunset Trail PL #C,RANCHO CUCAMONGA,2,3.00 (2 0 1 0),1110,$1.62,"$1,800","$1,800",,"1,110",1987.0,5,34.100636,-117.582529,
,10/20/2019,Leased,32.0,IG19221349MR,1795,LSE,LD,484   Corte Verde  ,UPLAND,3,2.00 (2 0 0 0),1386,$1.52,"$2,100","$2,100",,"1,386",1982.0,11,34.0994369,-117.6796793,
,11/11/2019,Leased,11.0,IG19236940MR,1543,LSE,LD,1935  E Harvard Privado  #C,ONTARIO,4,3.00 (2 0 1 0),1750,$1.33,"$2,325","$2,325",,"1,740",2004.0,31,,,
,11/09/2019,Leased,5.0,IG19251888MR,1543,LSE,LD,926  W Philadelphia ST #66,ONTARIO,2,3.00 (2 0 1 0),932,$1.82,"$1,700","$1,700",,932,1990.0,6,34.0338166,-117.6660422,
,01/10/2020,Leased,18.0,IG19267242MR,1543,LSE,LD,1334  N Elderberry AVE ,ONTARIO,3,3.00 (3 0 0 0),1246,$1.60,"$1,995","$1,995",,"1,342",1976.0,53,34.0822011,-117.6739417,
,01/02/2020,Leased,17.0,IG19278582MR,1455,LSE,LD,4424   San Jose ST #30,MONTCLAIR,3,3.00 (2 0 1 0),1610,$1.12,"$1,805","$1,805",,"1,610",1981.0,6,34.085333,-117.7080408,
,03/16/2020,Leased,13.0,IG20018656MR,1543,LSE,LD,1016  W Ralston ST ,ONTARIO,1,1.00 (1 0 0 0),904,$1.55,"$1,400","$1,400",$0.00,"3,400",1979.0,37,34.0523562,-117.6691528,
,02/26/2020,Leased,5.0,IG20027732MR,1627,LSE,LD,7301   Belpine  #6,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1354,$1.48,"$1,999","$1,999",$0.00,"1,400",1989.0,20,34.121038,-117.560997,
,05/04/2020,Leased,29.0,IG20058160MR,1627,LSE,LD,7301   Belpine PL #4,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1224,$1.63,"$2,000","$2,000",,"1,300",1989.0,32,34.121038,-117.560997,
,06/04/2020,Leased,14.0,IG20090765MR,1795,LSE,LD,930  W Arrow HWY #A,UPLAND,2,3.00 (2 0 1 0),1120,$1.79,"$2,000","$2,000",,"1,200",1984.0,15,34.0995907,-117.6638798,
,05/24/2019,Leased,14.0,IV18282507MR,1627,LSE,LD,8024   Valle Vista DR ,RANCHO CUCAMONGA,3,3.00 (3 0 0 0),1878,$1.41,"$2,650","$2,650",,"1,878",1977.0,154,34.1084012,-117.62038,
,05/21/2019,Leased,15.0,IV19048100MR,1627,LSE,LD,8840   19th ST #67,RANCHO CUCAMONGA,1,1.00 (1 0 0 0),700,$2.42,"$1,692","$1,692",$0.00,700,1988.0,78,34.132713,-117.613289,
,06/21/2019,Leased,16.0,IV19078465MR,1627,LSE,LD,10730   Church ST #344,RANCHO CUCAMONGA,1,1.00 (1 0 0 0),619,$2.72,"$1,686","$1,686",$0.00,619,1987.0,73,34.1123647,-117.570732,
,05/24/2019,Leased,15.0,IV19091989MR,1627,LSE,LD,10056   Baseline RD ,RANCHO CUCAMONGA,2,2.00 (2 0 0 0),1000,$2.18,"$2,175","$2,175",,,1987.0,22,34.121621,-117.586018,
,07/15/2019,Leased,8.0,IV19092121MR,1543,LSE,LD,740  N Turner AVE #1,ONTARIO,3,2.00 (1 1 0 0),895,$1.96,"$1,750","$1,750",$0.00,"11,446",1987.0,83,34.0750137,-117.584603,
,06/16/2019,Leased,31.0,IV19099471MR,1627,LSE,LD,9829   Allesandro CT ,RANCHO CUCAMONGA,2,2.00 (2 0 0 0),1085,$2.03,"$2,200","$2,200",,"2,000",1983.0,38,34.108724,-117.5907425,
,07/29/2019,Leased,6.0,IV19111280MR,1543,LSE,LD,848  S Palmetto AVE ,ONTARIO,3,3.00 (2 0 1 0),1487,$1.48,"$2,195","$2,195",$0.00,"1,475",1985.0,76,34.0546501,-117.6677711,
,08/01/2019,Leased,3.0,IV19116272MR,1543,LSE,LD,904  N Turner AVE #17,ONTARIO,3,3.00 (2 0 1 0),1721,$1.38,"$2,375","$2,375",,"2,145",1991.0,76,34.0750137,-117.584603,
,06/14/2019,Leased,12.0,IV19120010MR,1627,LSE,LD,7868   Milliken AVE #89,RANCHO CUCAMONGA,1,1.00 (1 0 0 0),711,$2.60,"$1,850","$1,850",$0.00,711,2003.0,23,34.1109275,-117.5582313,
,07/02/2019,Leased,9.0,IV19120788MR,1795,LSE,LD,1397   Bouquet DR ,UPLAND,2,1.00 (1 0 0 0),960,$1.87,"$1,795","$1,795",$0.00,"2,636",1979.0,40,34.1141351,-117.6427187,
,07/08/2019,Leased,15.0,IV19124416MR,1627,LSE,LD,7458   SOLSTICE PL ,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1753,$1.37,"$2,400","$2,400",$0.00,,2019.0,41,34.119869,-117.539238,
,06/25/2019,Leased,9.0,IV19140085MR,1627,LSE,LD,6665   Brighton PL ,RANCHO CUCAMONGA,2,2.00 (2 0 0 0),916,$1.96,"$1,795","$1,795",$0.00,"4,067",1989.0,12,34.1333393,-117.595111,
,08/01/2019,Leased,6.0,IV19149393MR,1795,LSE,LD,1070   Sydney CT ,UPLAND,2,3.00 (2 0 1 0),1650,$1.39,"$2,295","$2,295",$0.00,"1,307",2011.0,30,,,
