"Open.Houses","Photo","MLS","AR","Type","S","Address","City","BR","Baths.FTHQ.","SqFt","LP...SqFt","LP","SP","HOD","Lot.Sz","YB","DOM","X..of.Units","Change.Date"
NA,1,"CV21062406MR",1543,"INC","S","400  W Nevada ST ","ONTARIO",NA,"3.00 (0 0 0 0)","1,881","$318.93","$599,900","$605,000","","6,750",1953,0,3,"03/25/2021"
NA,30,"CV21064324MR",1543,"INC","S","918  S Palm AVE ","ONTARIO",NA,"3.00 (0 0 0 0)","2,250","$319.96","$719,900","$725,000","","9,072",1953,8,3,"04/30/2021"
NA,9,"DW18004767MR",469,"INC","S","1007  W Phillips BLVD ","POMONA",NA,"2.00 (0 0 0 0)","1,658","$301.57","$500,000","$495,000","$0.00","7,986",1944,8,2,"02/23/2018"
NA,27,"DW18030914MR",1543,"INC","S","528   Lynn Haven ST #2","ONTARIO",NA,"2.00 (0 0 0 0)","1,710","$260.23","$445,000","$445,000","$0.00","6,240",1923,63,2,"05/09/2018"
NA,20,"DW18269849MR",469,"INC","S","2535   Yorkshire WAY ","POMONA",NA,"6.00 (0 0 0 0)","3,756","$207.67","$780,000","$724,000","","9,002",1964,84,3,"03/22/2019"
NA,1,"DW18293779MR",1543,"INC","S","738  W Carlton ST ","ONTARIO",NA,"2.00 (0 0 0 0)","1,680","$230.95","$388,000","$373,000","","13,100",1947,2,2,"01/25/2019"
NA,43,"DW19147562MR",1795,"INC","S","1295  N Tulare WAY ","UPLAND",NA,"5.00 (0 0 0 0)","2,304","$290.36","$669,000","$685,000","","10,472",1957,6,2,"08/01/2019"
NA,44,"DW19161594MR",469,"INC","S","1758   American AVE ","POMONA",NA,"3.00 (0 0 0 0)","1,780","$320.22","$570,000","$595,000","","8,506",1948,32,2,"09/27/2019"
NA,4,"DW19250694MR",1543,"INC","S","809  E 6th ST ","ONTARIO",NA,"2.00 (0 0 0 0)","1,507","$376.91","$568,000","$570,000","","26,757",1936,3,2,"01/18/2020"
NA,8,"DW20016292MR",1543,"INC","S","10785   Vernon AVE ","ONTARIO",NA,"2.00 (0 0 0 0)","1,374","$345.71","$475,000","$480,000","","17,700",1955,10,2,"03/20/2020"
NA,28,"DW20066478MR",1455,"INC","S","9473   Mills AVE ","MONTCLAIR",NA,"4.00 (0 0 0 0)","3,592","$235.24","$845,000","$860,000","$0.00","9,660",1962,51,4,"06/30/2020"
NA,6,"DW20207638MR",469,"INC","S","2446   Angela ST ","POMONA",NA,"5.00 (0 0 0 0)","3,818","$201.68","$770,000","$770,000","","7,177",1963,2,4,"01/14/2021"
NA,2,"DW20252528MR",469,"INC","S","1041  W 3rd ST ","POMONA",2,"2.00 (2 0 0 0)","1,148","$378.92","$435,000","$450,000","$0.00","6,783",1913,21,NA,"03/23/2021"
NA,30,"EV18143399MR",1455,"INC","S","4831   Kingsley ST ","MONTCLAIR",NA,"2.00 (0 0 0 0)","1,750","$300","$525,000","$510,000","$0.00","7,200",1960,32,2,"08/28/2018"
NA,11,"EV19008638MR",1543,"INC","S","326  N Begonia AVE ","ONTARIO",NA,"2.00 (0 0 0 0)","4,464","$179.21","$800,000","$770,000","","7,995",1964,145,4,"07/31/2019"
NA,6,"EV19008793MR",1455,"INC","S","4792   Canoga ST ","MONTCLAIR",NA,"4.00 (0 0 0 0)","4,288","$186.57","$800,000","$775,000","","7,642",1964,97,4,"05/31/2019"
NA,37,"EV19057174MR",1795,"INC","S","456  N 2nd AVE ","UPLAND",NA,"3.00 (0 0 0 0)","2,159","$259.15","$559,500","$540,000","$0.00","7,500",1900,49,2,"06/26/2019"
NA,3,"EV19138576MR",1795,"INC","S","121   Wiseman WAY ","UPLAND",NA,"6.00 (0 0 0 0)","4,109","$267.71","$1,100,000","$1,055,000","$0.00","11,933",1985,20,4,"08/29/2019"
NA,24,"EV19247790MR",469,"INC","S","2412   Angela ST ","POMONA",NA,"7.00 (0 0 0 0)","3,970","$195.21","$775,000","$775,000","","7,177",1964,38,4,"01/23/2020"
NA,2,"EV21017636MR",1543,"INC","S","530  S Euclid AVE ","ONTARIO",NA,"2.00 (0 0 0 0)","1,748","$340.39","$595,000","$605,000","","6,345",1912,8,2,"04/05/2021"
NA,27,"EV21047788MR",1795,"INC","S","263  S 3rd AVE ","UPLAND",NA,"3.00 (0 0 0 0)","1,850","$350.81","$649,000","$700,000","","6,961",1955,1,3,"03/27/2021"
NA,9,"IG18017832MR",1543,"INC","S","405  E Belmont ST ","ONTARIO",NA,"2.00 (0 0 0 0)","1,548","$310.08","$480,000","$452,000","","6,200",1989,3,2,"03/27/2018"
NA,11,"IG18019209MR",1543,"INC","S","412  E Carlton ST ","ONTARIO",NA,"2.00 (0 0 0 0)","1,904","$231.09","$440,000","$448,000","$0.00","7,296",1988,8,2,"03/15/2018"
NA,7,"IG18045341MR",1543,"INC","S","757  E F ST ","ONTARIO",5,"3.00 (0 0 0 0)","2,352","$255.10","$600,000","$608,000","$0.00","8,544",1961,7,3,"03/30/2018"
NA,9,"IG18103535MR",1543,"INC","S","1412  E D ST ","ONTARIO",NA,"6.00 (0 0 0 0)","4,049","$244.21","$988,800","$1,020,000","","10,720",1979,53,4,"07/20/2018"
NA,1,"IG18106705MR",469,"INC","S","577   Laurel AVE ","POMONA",NA,"2.00 (0 0 0 0)","1,290","$348.84","$450,000","$455,000","$0.00","7,680",1885,7,2,"08/01/2018"
NA,52,"IG18109147MR",1543,"INC","S","640  E E ST ","ONTARIO",NA,"4.00 (0 0 0 0)","2,961","$227.96","$675,000","$658,000","$0.00","9,558",1917,136,3,"11/05/2018"
NA,57,"IG18136920MR",1543,"INC","S","640  E E ST ","ONTARIO",7,"4.00 (4 0 0 0)","2,961","$227.96","$675,000","$658,000","$0.00","9,558",1917,136,3,"11/05/2018"
NA,6,"IG18149737MR",1543,"INC","S","528  W Maitland  ","ONTARIO",NA,"3.00 (0 0 0 0)","2,496","$260.02","$649,000","$650,000","$0.00","9,072",1970,3,3,"07/30/2018"
NA,9,"IG18156909MR",1543,"INC","S","1216  W Rosewood CT ","ONTARIO",NA,"8.00 (0 0 0 0)","3,552","$242.09","$859,900","$870,000","$0.00","7,320",1962,13,4,"08/13/2018"
NA,5,"IG18174105MR",1543,"INC","S","115  E Nevada ST ","ONTARIO",NA,"2.00 (0 0 0 0)","1,344","$297.54","$399,900","$375,000","","9,750",1952,221,2,"06/01/2019"
NA,29,"IG18225030MR",469,"INC","S","395  W Grand AVE ","POMONA",6,"3.00 (3 0 0 0)","2,340","$251.66","$588,888","$615,000","$0.00","6,267",1962,3,3,"10/25/2018"
NA,29,"IG18225042MR",469,"INC","S","395  W Grand AVE ","POMONA",NA,"1.00 (0 0 0 0)","1","$588,888","$588,888","$615,000","$0.00","6,267",1962,3,3,"10/25/2018"
NA,3,"IG18234156MR",1455,"INC","S","4662   Canoga ST ","MONTCLAIR",NA,"7.00 (0 0 0 0)","4,706","$180.62","$850,000","$825,000","","7,316",1964,31,4,"01/09/2019"
NA,27,"IG18242348MR",469,"INC","S","858  N Garey AVE ","POMONA",NA,"2.00 (0 0 0 0)","1,692","$227.54","$385,000","$422,500","$0.00","11,921",1903,21,2,"12/21/2018"
NA,4,"IG18242756MR",1795,"INC","S","594  N Campus AVE ","UPLAND",NA,"3.00 (0 0 0 0)","2,038","$279.69","$570,000","$435,000","$0.00","6,980",1940,53,2,"01/30/2019"
NA,22,"IG18254619MR",1543,"INC","S","1006   E ST ","ONTARIO",NA,"2.00 (0 0 0 0)","1,674","$265.83","$445,000","$440,000","","8,845",1956,45,2,"02/18/2019"
NA,8,"IG19206789MR",1543,"INC","S","3221   Triumph LN #4","ONTARIO",NA,"6.00 (0 0 0 0)","3,989","$323.39","$1,290,000","$1,125,300","$36.00","11,324",1987,156,4,"03/31/2020"
NA,22,"IG20252885MR",1627,"INC","S","8334   Branchwood PL ","RANCHO CUCAMONGA",NA,"2.00 (0 0 0 0)","1,167","$299.91","$350,000","$348,000","$350.00","",1984,67,1,"03/29/2021"
NA,1,"IN18106203MR",469,"INC","S","565  N Gordon ST ","POMONA",NA,"2.00 (0 0 0 0)","1,431","$245.98","$352,000","$350,000","","7,142",1902,176,2,"01/15/2019"
NA,43,"IV17152737MR",1627,"INC","S","7432   Napa CT ","RANCHO CUCAMONGA",NA,"5.00 (0 0 0 0)","3,746","$245.59","$919,990","$845,000","$504.00","9,250",1976,132,4,"02/20/2018"
NA,4,"IV17247651MR",469,"INC","S","1760   Cordova ST ","POMONA",NA,"2.00 (0 0 0 0)","4,350","$205.75","$895,000","$842,500","","8,187",1959,7,6,"03/26/2018"
NA,13,"IV17249487MR",469,"INC","S","1057  S Thomas ST ","POMONA",NA,"4.00 (0 0 0 0)","2,272","$263.64","$599,000","$560,500","","7,880",1989,55,2,"02/22/2018"
NA,11,"IV17262560MR",1627,"INC","S","10233   26th ST ","RANCHO CUCAMONGA",3,"2.00 (2 0 0 0)","1,250","$319.92","$399,900","$415,000","$0.00","7,500",1946,9,1,"01/25/2018"
NA,19,"IV17274231MR",1543,"INC","S","410  W 6th ST ","ONTARIO",NA," (0 0 0 0)","4,290","$145.69","$625,000","$610,000","","11,400",1973,152,0,"06/08/2018"
NA,8,"IV18022370MR",1543,"INC","S","212  E Sunkist ST #A & B","ONTARIO",NA,"2.00 (0 0 0 0)","1,280","$320.31","$409,999","$400,000","","7,200",1928,44,2,"05/21/2018"
NA,2,"IV18045641MR",469,"INC","S","11399   Wesley AVE ","POMONA",NA,"2.00 (0 0 0 0)","1,696","$271.23","$460,000","$460,000","","7,560",1965,0,3,"02/27/2018"
NA,4,"IV18054707MR",1795,"INC","S","448   Fairwood WAY ","UPLAND",NA,"8.00 (0 0 0 0)","4,028","$248.01","$999,000","$900,000","$0.00","9,065",1964,63,4,"06/15/2018"
NA,33,"IV18058514MR",1543,"INC","S","2137   Magnolia AVE ","ONTARIO",NA,"1.00 (0 0 0 0)","918","$310.46","$285,000","$278,000","$265.00","918",1973,34,1,"05/04/2018"
NA,3,"IV18065915MR",1627,"INC","S","8783   Center AVE ","RANCHO CUCAMONGA",NA,"2.00 (0 0 0 0)","1,320","$321.97","$425,000","$415,000","","6,250",1938,35,2,"07/03/2018"
NA,3,"IV18069263MR",469,"INC","S","138  E Alvarado ST ","POMONA",NA,"2.00 (0 0 0 0)","2,307","$234.07","$540,000","$505,000","","8,268",1938,53,3,"06/11/2018"
NA,2,"IV18069653MR",469,"INC","S","142  E Alvarado ST ","POMONA",NA,"2.00 (0 0 0 0)","2,181","$236.13","$515,000","$505,000","","8,605",1952,53,3,"06/11/2018"
NA,8,"IV18079849MR",1543,"INC","S","630  E E ST ","ONTARIO",NA,"1.00 (0 0 0 0)","824","$625","$515,000","$510,000","","3,542",1954,10,0,"05/11/2018"
NA,22,"IV18099082MR",1543,"INC","S","812  E E ST ","ONTARIO",NA,"2.00 (0 0 0 0)","1,624","$255.54","$415,000","$406,000","","8,673",1951,68,2,"07/23/2018"
NA,12,"IV18120281MR",469,"INC","S","657  E Jefferson AVE ","POMONA",NA,"2.00 (0 0 0 0)","1,718","$319.56","$549,000","$535,000","","6,302",1941,112,2,"12/12/2018"
NA,4,"IV18130114MR",1795,"INC","S","790   1st AVE ","UPLAND",NA,"2.00 (0 0 0 0)","1,982","$278.76","$552,500","$552,500","","8,820",1926,39,2,"10/01/2018"
NA,1,"IV18132426MR",1455,"INC","S","10376 & 10386  Fremont AVE ","MONTCLAIR",NA,"2.00 (0 0 0 0)","2,080","$240.38","$500,000","$500,000","$0.00","8,255",1955,3,2,"07/13/2018"
NA,16,"IV18144813MR",469,"INC","S","2378   Chanslor ST ","POMONA",NA,"5.00 (0 0 0 0)","3,916","$188.40","$737,777","$730,000","$0.00","7,175",1964,21,4,"08/01/2018"
NA,48,"IV18199557MR",1543,"INC","S","116  W Elm ST ","ONTARIO",NA,"1.00 (0 0 0 0)","1,400","$292.78","$409,888","$400,000","","9,112",1965,22,2,"10/29/2018"
NA,9,"IV18204285MR",1543,"INC","S","637  W Nevada ST ","ONTARIO",NA,"2.00 (0 0 0 0)","1,500","$280.67","$421,000","$415,000","","7,546",1960,21,2,"10/13/2018"
NA,38,"IV18208094MR",1543,"INC","S","116  W Elm ST ","ONTARIO",2,"2.00 (2 0 0 0)","1,400","$292.78","$409,888","$400,000","$0.00","9,112",1965,13,1,"10/29/2018"
NA,8,"IV18218253MR",469,"INC","S","631  E Pasadena ST ","POMONA",NA,"2.00 (0 0 0 0)","2,250","$200","$450,000","$435,000","$0.00","8,425",1921,5,2,"11/01/2018"
NA,8,"IV18238177MR",1543,"INC","S","1454  W Stoneridge CT ","ONTARIO",NA,"3.00 (0 0 0 0)","1,980","$277.22","$548,888","$550,000","$158.00","13,320",1959,9,4,"11/16/2018"
NA,2,"IV18239899MR",469,"INC","S","548  W Center ST ","POMONA",NA,"6.00 (0 0 0 0)","2,716","$194.96","$529,500","$530,000","","9,335",1925,210,6,"07/03/2019"
NA,11,"IV18285184MR",1795,"INC","S","571   Richland ST ","UPLAND",NA,"2.00 (0 0 0 0)","16,719","$245.23","$4,100,000","$4,000,000","","18,295",1965,203,18,"10/08/2019"
NA,16,"IV19001804MR",1543,"INC","S","403  W Park ST ","ONTARIO",NA,"4.00 (0 0 0 0)","2,066","$232.33","$480,000","$530,000","","7,350",1923,17,4,"02/23/2019"
NA,2,"IV19005568MR",1543,"INC","S","1019 & 1021 S Cypress AVE ","ONTARIO",NA,"2.00 (0 0 0 0)","1,416","$317.80","$450,000","$415,000","$0.00","6,250",1953,139,2,"05/31/2019"
NA,2,"IV19005577MR",1543,"INC","S","1023 & 1025 S Cypress AVE ","ONTARIO",NA,"2.00 (0 0 0 0)","1,416","$317.80","$450,000","$415,000","$0.00","6,250",1953,139,2,"05/31/2019"
NA,15,"IV19027124MR",487,"INC","S","631   Harvard AVE ","CLAREMONT",NA,"6.00 (0 0 0 0)","4,286","$326.64","$1,400,000","$1,350,000","$0.00","7,700",1964,16,3,"04/23/2019"
NA,48,"IV19054122MR",1795,"INC","S","260  S 2nd AVE ","UPLAND",NA,"2.00 (0 0 0 0)","1,617","$303.03","$489,999","$489,999","","7,500",1920,15,2,"04/30/2019"
NA,7,"IV19058582MR",1795,"INC","S","61  E 24th ST ","UPLAND",NA,"3.00 (0 0 0 0)","2,660","$262.74","$698,888","$675,000","$0.00","13,848",1949,35,3,"06/19/2019"
NA,4,"IV19069883MR",469,"INC","S","458  W Monterey AVE ","POMONA",NA,"4.00 (0 0 0 0)","4,256","$152.73","$650,000","$640,000","","6,779",1910,9,4,"05/16/2019"
NA,17,"IV19088162MR",1795,"INC","S","1396  N 1st AVE ","UPLAND",NA,"3.00 (0 0 0 0)","2,031","$319.99","$649,900","$650,000","","10,905",1955,15,4,"06/29/2019"
NA,22,"IV19148921MR",1795,"INC","S","1226  W 11th ST ","UPLAND",NA,"2.00 (0 0 0 0)","4,024","$248.51","$999,999","$975,000","$0.00","7,768",1964,21,4,"08/21/2019"
NA,25,"IV19149061MR",1795,"INC","S","1232  W 11th ST ","UPLAND",NA,"2.00 (0 0 0 0)","4,024","$248.51","$999,999","$975,000","$0.00","7,814",1964,21,4,"08/21/2019"
NA,22,"IV19168949MR",1627,"INC","S","10191   Baseline RD ","ALTA LOMA",NA,"3.00 (0 0 0 0)","1,630","$1,211.66","$1,975,000","$1,815,000","$0.00","95,832",1959,7,2,"09/10/2019"
NA,12,"IV19186458MR",469,"INC","S","11360   Wesley AVE ","POMONA",NA,"2.00 (0 0 0 0)","1,766","$294.39","$519,900","$519,900","","7,200",1964,2,2,"09/12/2019"
NA,20,"IV19274077MR",1543,"INC","S","1241  E Nocta ST ","ONTARIO",NA,"2.00 (0 0 0 0)","1,768","$287.05","$507,500","$497,500","$0.00","8,212",1963,43,2,"02/21/2020"
NA,10,"IV19274707MR",1543,"INC","S","1247  E Nocta ST ","ONTARIO",NA,"2.00 (0 0 0 0)","1,768","$274.32","$484,999","$475,000","$0.00","8,212",1963,129,2,"08/24/2020"
NA,4,"IV19276871MR",1543,"INC","S","755  N Palmetto AVE ","ONTARIO",NA,"3.00 (0 0 0 0)","2,652","$201.73","$535,000","$573,000","$0.00","7,590",1966,6,3,"02/07/2020"
NA,2,"IV20001621MR",1543,"INC","S","1221   4th  ","ONTARIO",NA,"8.00 (0 0 0 0)","3,552","$247.75","$880,000","$842,000","","7,200",1962,161,4,"09/24/2020"
NA,2,"IV20002349MR",1543,"INC","S","1227   4th  ","ONTARIO",NA,"8.00 (0 0 0 0)","3,552","$247.75","$880,000","$842,000","","7,200",1962,264,4,"12/01/2020"
NA,2,"IV20005002MR",1543,"INC","S","1248   J  ","ONTARIO",NA,"8.00 (0 0 0 0)","3,552","$247.75","$880,000","$820,000","","7,378",1962,166,4,"07/29/2020"
NA,18,"IV20041210MR",1455,"INC","S","4531   KINGSLEY ST ","MONTCLAIR",NA,"2.00 (0 0 0 0)","1,728","$318.23","$549,900","$530,000","","7,200",1963,150,2,"08/13/2020"
NA,8,"IV20053951MR",1543,"INC","S","937  S Taylor  ","ONTARIO",NA,"2.00 (0 0 0 0)","510","$774.51","$395,000","$430,000","$0.00","8,036",1949,4,2,"04/25/2020"
NA,50,"IV20172701MR",1795,"INC","S","1620  N 2nd AVE ","UPLAND",NA,"3.00 (0 0 0 0)","2,689","$278.91","$749,999","$737,100","$0.00","11,180",1961,9,2,"09/11/2020"
NA,3,"IV20173893MR",1543,"INC","S","743  N Palmetto AVE ","ONTARIO",NA,"3.00 (0 0 0 0)","2,652","$244.72","$649,000","$650,000","$0.00","7,296",1963,2,3,"10/02/2020"
NA,12,"IV20187615MR",1543,"INC","S","312  N Beverly CT ","ONTARIO",NA,"1.00 (0 0 0 0)","2,340","$267.09","$624,999","$630,000","$0.00","8,400",1952,9,3,"10/21/2020"
NA,32,"IV20188693MR",1543,"INC","S","2112  S Oaks AVE ","ONTARIO",4,"2.00 (2 0 0 0)","2,152","$320.63","$690,000","$725,000","$0.00","43,560",1920,12,NA,"12/07/2020"
NA,36,"IV20199960MR",1543,"INC","S","3124   Jaguar WAY ","ONTARIO",NA,"10.00 (0 0 0 0)","3,950","$329.11","$1,300,000","$1,125,000","$70.00","9,864",1990,31,4,"02/03/2021"
NA,28,"IV20239483MR",1455,"INC","S","5163   Kingsley ST ","MONTCLAIR",NA,"1.00 (0 0 0 0)","1,680","$285.71","$480,000","$420,000","$0.00","7,728",1959,57,2,"03/23/2021"
NA,2,"MB19084905MR",1543,"INC","S","10856  S Central AVE ","ONTARIO",NA,"2.00 (0 0 0 0)","1,700","$276.41","$469,900","$480,000","$0.00","6,750",1924,25,2,"07/23/2019"
NA,38,"MB20170011MR",469,"INC","S","873  S Towne  ","POMONA",NA,"2.00 (0 0 0 0)","1,700","$387.65","$659,000","$680,000","","13,546",1946,43,2,"11/19/2020"
NA,16,"OC15171846MR",469,"INC","S","706  N Park AVE ","POMONA",NA,"5.00 (0 0 0 0)","3,132","$201.15","$630,000","$600,000","$0.00","8,382",1922,822,6,"01/31/2018"
NA,2,"OC18063731MR",1543,"INC","S","1448  E Elma CT ","ONTARIO",NA,"6.00 (0 0 0 0)","4,049","$246.48","$998,000","$1,058,000","$0.00","11,088",1986,2,4,"04/06/2018"
NA,14,"OC18081192MR",1543,"INC","S","839  N Vineyard AVE ","ONTARIO",NA,"4.00 (0 0 0 0)","3,832","$228.34","$875,000","$875,000","","25,500",1963,2,4,"05/16/2018"
NA,2,"OC18086793MR",469,"INC","S","725  N Gordon ST ","POMONA",NA,"6.00 (0 0 0 0)","2,764","$208.03","$575,000","$560,000","","11,739",1897,89,4,"01/10/2019"
NA,1,"OC18093479MR",469,"INC","S","689  E 8th ST ","POMONA",2,"2.00 (2 0 0 0)","1,548","$258.40","$400,000","$400,000","$0.00","7,931",1890,0,1,"04/23/2018"
NA,17,"OC18139760MR",1543,"INC","S","207  E Maitland ST ","ONTARIO",NA,"6.00 (0 0 0 0)","4,000","$244.50","$978,000","$970,000","","12,960",2018,33,2,"08/01/2018"
NA,23,"OC18175308MR",1795,"INC","S","672   Winn DR ","UPLAND",NA,"3.00 (0 0 0 0)","1,950","$256.36","$499,900","$500,000","$0.00","7,200",1951,5,2,"08/24/2018"
NA,5,"OC18215404MR",1543,"INC","S","772  W Sunkist ST ","ONTARIO",NA,"3.00 (0 0 0 0)","2,040","$284.31","$579,999","$542,000","$0.00","6,450",1953,37,3,"11/06/2018"
NA,1,"OC18273140MR",1795,"INC","S","91  W 9th ST ","UPLAND",NA,"5.00 (0 0 0 0)","1,699","$482.64","$820,000","$760,000","$0.00","6,348",1906,6,4,"05/30/2019"
NA,1,"OC19117384MR",1543,"INC","S","421  W C ST ","ONTARIO",NA,"4.00 (0 0 0 0)","1,496","$367.51","$549,800","$561,000","$0.00","8,496",1920,35,4,"07/11/2019"
NA,16,"OC19127780MR",1795,"INC","S","774  N 1st AVE ","UPLAND",NA,"4.00 (0 0 0 0)","2,387","$314.16","$749,900","$748,000","$0.00","7,000",1950,54,3,"09/10/2019"
NA,17,"OC19150339MR",469,"INC","S","725  N Gordon ST ","POMONA",NA,"5.00 (0 0 0 0)","2,764","$276.77","$765,000","$799,850","$0.00","11,739",1897,195,4,"01/30/2020"
NA,5,"OC19267126MR",1543,"INC","S","1234  W Rosewood CT ","ONTARIO",NA,"8.00 (0 0 0 0)","3,553","$249.93","$888,000","$780,000","","7,560",1962,29,4,"02/03/2020"
NA,5,"OC19267148MR",1543,"INC","S","1240  W Rosewood CT ","ONTARIO",NA,"8.00 (0 0 0 0)","3,552","$250","$888,000","$780,000","","7,560",1962,29,4,"02/03/2020"
NA,40,"OC20062001MR",487,"INC","S","431  W 7th ST ","CLAREMONT",4,"2.00 (1 1 0 0)","1,382","$560.78","$775,000","$757,000","$0.00","7,500",1957,19,NA,"04/28/2020"
NA,15,"OC20089777MR",1543,"INC","S","741  N Vine AVE ","ONTARIO",NA,"2.00 (0 0 0 0)","1,568","$302.74","$474,700","$467,500","$0.00","6,760",1954,127,2,"10/27/2020"
NA,24,"OC20166896MR",1543,"INC","S","120  W Bonnie Brae CT ","ONTARIO",NA,"3.00 (0 0 0 0)","2,034","$319.51","$649,888","$650,000","$0.00","8,112",1928,13,2,"10/12/2020"
NA,6,"OC20227934MR",469,"INC","S","880  W 7th ST ","POMONA",NA,"2.00 (0 0 0 0)","2,032","$230.81","$469,000","$460,000","","7,375",1960,0,2,"01/19/2021"
NA,5,"OC20230798MR",469,"INC","S","880  W 7th ST ","POMONA",4,"2.00 (2 0 0 0)","2,032","$230.81","$469,000","$460,000","$0.00","7,375",1960,0,NA,"01/19/2021"
NA,4,"PW17017706MR",469,"INC","S","1435  E Grand AVE ","POMONA",NA,"7.00 (0 0 0 0)","4,156","$240.38","$999,000","$878,500","$0.00","54,915",1948,313,2,"11/09/2018"
NA,52,"PW17251125MR",469,"INC","S","11338   Pipeline AVE ","POMONA",NA,"4.00 (0 0 0 0)","1,780","$393.17","$699,835","$635,000","","31,919",1946,30,4,"02/18/2018"
NA,22,"PW18003150MR",469,"INC","S","163  E Kingsley AVE ","POMONA",NA,"2.00 (0 0 0 0)","1,180","$343.22","$405,000","$415,000","$0.00","3,905",1923,24,2,"02/23/2018"
NA,22,"PW18003177MR",469,"INC","S","163  E Kingsley AVE ","POMONA",2,"2.00 (2 0 0 0)","1,180","$343.22","$405,000","$415,000","$0.00","3,905",1923,23,1,"02/23/2018"
NA,24,"PW18006321MR",1543,"INC","S","5325   Howard ST ","ONTARIO",NA,"1.00 (0 0 0 0)","1,311","$270.71","$354,900","$215,000","","6,891",1962,20,2,"04/03/2018"
NA,13,"PW18024993MR",2081,"INC","S","10262   Rose AVE ","MONTCLAIR",NA,"4.00 (0 0 0 0)","3,654","$205.25","$750,000","$820,000","$0.00","15,960",1963,24,4,"05/31/2018"
NA,19,"PW18025999MR",2081,"INC","S","1141  W 6th ST ","POMONA",5,"3.00 (3 0 0 0)","1,930","$321.24","$620,000","$620,000","$0.00","6,861",1979,63,1,"06/06/2018"
NA,4,"PW18027887MR",1543,"INC","S","1052  E D ST ","ONTARIO",NA,"3.00 (0 0 0 0)","1,682","$258.62","$435,000","$455,000","$0.00","6,300",1955,24,2,"04/11/2018"
NA,16,"PW18029980MR",2081,"INC","S","1440  N Gordon ST ","POMONA",NA,"4.00 (0 0 0 0)","1,971","$217.66","$429,000","$400,000","","7,667",1910,22,1,"05/16/2018"
NA,15,"PW18046676MR",469,"INC","S","1141  W 6th ST ","POMONA",NA,"3.00 (0 0 0 0)","1,930","$321.24","$620,000","$620,000","","6,861",1979,37,2,"05/16/2018"
NA,21,"PW18110389MR",1543,"INC","S","1815  S Euclid AVE ","ONTARIO",NA,"3.00 (0 0 0 0)","2,300","$228.26","$525,000","$550,333","","7,350",1963,85,3,"10/28/2018"
NA,10,"PW18110510MR",1543,"INC","S","1012  S Sultana AVE #UNITS A & ","ONTARIO",NA,"2.00 (0 0 0 0)","3,150","$142.54","$449,000","$423,000","$0.00","3,486",1964,17,2,"07/18/2018"
NA,10,"PW18110545MR",1543,"INC","S","1016  S Sultana AVE #UNITS A & ","ONTARIO",NA,"2.00 (0 0 0 0)","1,575","$285.08","$449,000","$423,000","","4,316",1964,16,2,"07/18/2018"
NA,11,"PW18110574MR",1543,"INC","S","424  E Maitland ST #UNITS A & ","ONTARIO",NA,"2.00 (0 0 0 0)","1,575","$285.08","$449,000","$423,000","$0.00","4,980",1964,17,2,"07/18/2018"
NA,21,"PW18110620MR",1543,"INC","S","1811  S Euclid AVE ","ONTARIO",NA,"3.00 (0 0 0 0)","2,300","$228.26","$525,000","$550,333","","7,350",1963,85,3,"10/28/2018"
NA,17,"PW18110648MR",1543,"INC","S","114  E Francis ST ","ONTARIO",NA,"4.00 (0 0 0 0)","3,350","$208.96","$700,000","$550,334","","8,466",1961,85,4,"10/28/2018"
NA,22,"PW18116021MR",1543,"INC","S","603  E D ST ","ONTARIO",NA,"2.00 (0 0 0 0)","1,566","$273.95","$429,000","$431,000","","5,390",1935,37,2,"09/28/2018"
NA,22,"PW18144292MR",469,"INC","S","489  W Holt AVE ","POMONA",NA,"5.00 (0 0 0 0)","2,717","$126.98","$345,000","$560,000","$0.00","9,437",1947,28,4,"08/13/2018"
NA,2,"PW18168408MR",1455,"INC","S","10331   Kimberly AVE ","MONTCLAIR",NA,"6.00 (0 0 0 0)","2,504","$249.60","$625,000","$630,000","","8,100",2007,23,2,"08/30/2018"
NA,3,"PW18168433MR",1455,"INC","S","10341   Kimberly AVE ","MONTCLAIR",NA,"6.00 (0 0 0 0)","2,504","$249.60","$625,000","$630,000","","8,100",2007,85,2,"10/11/2018"
NA,1,"PW18191972MR",469,"INC","S","442  E Monterey AVE ","POMONA",NA,"2.00 (0 0 0 0)","1,774","$225.48","$399,999","$375,000","","6,422",1953,125,2,"02/22/2019"
NA,36,"PW18236836MR",469,"INC","S","263  S White AVE ","POMONA",NA,"4.00 (0 0 0 0)","1,799","$216.79","$390,000","$392,120","","7,401",1896,100,3,"05/01/2019"
NA,11,"PW18238433MR",469,"INC","S","882  E Phillips BLVD ","POMONA",NA,"4.00 (0 0 0 0)","4,075","$190.18","$775,000","$806,000","$0.00","41,633",1910,1,4,"04/27/2021"
NA,35,"PW18241141MR",1543,"INC","S","322  E Park ST ","ONTARIO",NA,"2.00 (0 0 0 0)","1,500","$319.93","$479,900","$470,000","","7,200",1914,37,2,"06/20/2019"
NA,64,"PW18270113MR",469,"INC","S","2543   Yorkshire WAY ","POMONA",NA,"6.00 (0 0 0 0)","3,756","$194.36","$730,000","$680,000","","8,983",1964,59,3,"02/08/2019"
